Question,A,B,C,D,Correct,Explanation,Topic,Assessment,Difficulty
Which of the following is a reason for which a company can legally dismiss an employee:,Age,Misconduct,Religion,Retaliation 3,B,"Misconduct. A company can legally dismiss an employee for many reasons, including misconduct, poor performance, and insubordination. Misconduct can include physical violence or threats against other employees, discriminatory behavior in the workplace, attendance issues, and unethical behavior. It is illegal for companies to fire employees based on retaliation, or employees exercising their legal rights (e.g., reporting discrimination, joining a union, filing a worker's compensation claim). It is illegal for companies to fire employees based on their age, religion, gender, etc., as it is discriminatory. https://www.thehartford.com/business-insurance/strategy/employee-termination/valid-reasons",Business Law,9,easy
Rebates are different from coupons in that rebates typically,offer a discount at the time of a purchase.,offer a discount after a purchase is made.,are easier to use than coupons.,provide customers with immediate savings.,B,"Offer a discount after a purchase is made. A rebate is a return of part of the price a customer pays for a good or service, and it is usually offered by the product's manufacturer. Rebates offer discounts after a purchase is made, whereas coupons offer discounts at the time of a purchase. Coupons provide customers with immediate savings, while rebates provide delayed savings. Coupons are typically easier to use than rebates, as customers simply need to present the coupon at the checkout counter or type in a code online. Rebates often require customers to submit a form or proof of purchase. https://www.marketingstudyguide.com/difference-coupons-rebates",Promotion,9,easy
Which of the following is an internal factor influencing a businessâ€™s buying behavior:,Laws and regulations,Company structure,The economy,Competition,B,"Company structure. There are many factors that influence a businessâ€™s buying behavior. Internal factors include business size and structure, as well as business policies and procedures. For example, a small business probably does not have a purchasing department. Instead, the owner or manager may be in charge of the entire buying process. In large corporations, however, there may be dozens of employees whose jobs are specifically focused on purchasing (professional buyers). B2B marketers take a different approach to each type of business. The economy, competition, and laws and regulations are all external factors influencing a businessâ€™s buying behavior. ENTREPRENEURSHIP EXAMâ€”KEY 22",Marketing,9,easy
Under which of the following conditions should a business conduct a feasibility study:,If it wants to study a certain market,If it wants to understand its competitors,If it needs to fully understand a venture's risks and benefits,"If it wants to identify its strengths, weaknesses, opportunities, and threats",C,"If it needs to fully understand a venture's risks and benefits. A feasibility study is an organized inquiry into the possible success of a business idea or venture. Feasibility studies are great for businesses that are looking to fully understand the risks and benefits associated with the proposed ventures. If a business wants to understand its competitors, it should conduct a competitive analysisâ€”the process of comparing a businessâ€™s income statement with that of its competitors to see how it is doing by industry standards. A SWOT analysis investigates a businessâ€™s strengths, weaknesses, opportunities, and threats in an organized fashion. If a business wants to study a certain market, it should conduct a market analysisâ€”a systematic study of a specific market.",Entrepreneurship,9,medium
Marketers often use data to make sure customers are receiving the level of after-sales service they expect. This is an example of how marketing data can be used to,identify problems or issues.,make budgeting decisions.,make predictions or forecasts.,develop pricing strategies.,A,"Identify problems or issues. Marketers use data to keep an eye out for problems and issues in areas like customer service, vendors/suppliers, salespeople, and the product itself. For example, marketers want to make sure customers are receiving expected levels of after-sales service, and they use data to confirm this is the case. Marketers use data to make budgeting decisions, develop pricing strategies, and make predictions, but these are not necessarily related to customers and customer service.",Information Management,9,easy
"Arna regularly visits her dentist for a routine cleaning. In this scenario, Arna is the dentistâ€™s",industrial user.,distribution channel.,producer.,ultimate consumer.,D,"Ultimate consumer. A channel of distribution begins with a producer and ends with an ultimate consumer or industrial user. An ultimate consumer is anyone who personally uses a good or service to satisfy their own needs or wants. Because Arna gets her teeth cleaned by her dentist, she is one of the dentistâ€™s ultimate consumers. An industrial user is a business that buys materials, services, or goods that will be used to make other goods or used in the operation of the company. A producer makes or provides goods and services. Channels of distribution are the paths, or routes, that goods and services take from the producer to the ultimate consumer or industrial user.",Channel Management,9,easy
Which of the following could lead to a security issue in the workplace:,Using different passwords for work and personal accounts,Regularly updating the software on your computer,Clicking email links from an unrecognized email address,Checking personal social media accounts on your phone,C,"Clicking email links from an unrecognized email address. When you receive an email from an unrecognized email address, it is important to proceed with caution. You should not click on the links in the email unless youâ€™re able to confirm the email is legitimate and the links are safe. If the email seems suspicious and could be a phishing email, report it to your IT team. Regularly updating the software on your computer and using different passwords for work and personal accounts are ways to protect from security issues in the workplace. Checking personal social media accounts on your phone is not necessarily something that could lead to a security issue in the workplace. workplace. Retrieved January 19, 2024, from https://www.impactmybiz.com/blog/risky-employeecybersecurity-issues-in-the-workplace ENTREPRENEURSHIP EXAMâ€”KEY 23",Operations,9,easy
What type of vertical marketing system places all elements of a distribution channel under the ownership of a single business?,Exclusive,Administered,Corporate,Contractual 4,C,"Corporate. A vertical marketing system is where pieces in the distribution channelâ€”producers, wholesalers, and retailersâ€”work together as a unit to deliver products to final consumers. The three types of vertical marketing systems are corporate, contractual, and administered. A corporate vertical marketing system streamlines the process by bringing all of the elements of the distribution channel under the ownership of a single business. In a contractual vertical marketing system, the pieces of the distribution channel continue to function as individual entities and enter into contractual relationships with other elements in the distribution channels. Administered vertical marketing systems do not employ formal contractual obligation nor corporate ownership of the distribution channel. Rather, one member of the distribution channel has enough power to control the activities of other members of the distribution channel. Exclusive vertical marketing system is a fictitious term. 2024, from https://smallbusiness.chron.com/three-types-vertical-marketing-systems-64258.html",Channel Management,10,easy
Which of the following is a benefit of leasing a facility:,Equity in the property builds over time,Inability to collect passive income,Control of the property,Fixed monthly cost,D,"Fixed monthly cost. When leasing a facility, you rent the property for a set term and must renegotiate to continue using it. Some benefits of leasing a facility include that it has a fixed monthly cost, it gives you the flexibility to leave the property, and there's an opportunity to receive tax breaks for property expenses. Some disadvantages of leasing are that you have no control of the property and you are unable to collect passive income. Benefits of buying a facility include that it gives you control over the property, equity in the property builds over time, and the asset value appreciates over time. Retrieved January 22, 2024, from https://www.valuepenguin.com/small-business/buying-vs-leasingcommercial-real-estate",Operations,10,easy
Businesses often take out insurance policies against __________ risks.,speculative,tangible,intangible,pure,D,"Pure. With pure risk, there are two possibilitiesâ€”loss or no loss. Either something bad happens or nothing happens. Pure risks are considered insurable risks, meaning that businesses are able to take out insurance policies against them. For example, a business can get auto insurance to protect company vehicles. Speculative risks are not insurable. Tangible and intangible are descriptors more frequently applied to assets in risk management rather than types of risks themselves.",Economics,10,medium
Which of the following is a disadvantage of enterprise risk management practices:,They only identify risks a company is not aware of.,They lead to more unexpected risks.,They increase redundant processes and employee satisfaction.,They rely heavily on management estimates and inputs.,D,"They rely heavily on management estimates and inputs. Enterprise risk management (ERM) is an organizationwide strategy to identify, assess, and prepare for potential dangers and hazards that may harm or interfere with an organization's finances, operations, and objectives. A disadvantage of ERM is that it relies heavily on management estimates and inputs, which sometimes can be very difficult to accurately predict. ERM identifies risk that a company has been exposed to in the past, and is thus limited in identifying future risk that a company is not yet aware of. ERM benefits a business because it leads to less unexpected risks and greater employee satisfaction, while reducing or even eliminating redundant processes. Retrieved January 10, 2024, from https://www.investopedia.com/terms/e/enterprise-riskmanagement.asp ENTREPRENEURSHIP EXAMâ€”KEY 24",Risk Management,10,medium
Which of the following is an example of a location risk:,Employee injuries,Fires,Earthquakes,Power outages,C,"Earthquakes. Location risks are any type of hazard risks businesses may encounter due to their location. For example, in the United States, companies based in the west coast are more susceptible to earthquakes, whereas companies near the Gulf of Mexico or the Pacific Coast are more susceptible to hurricanes. Fires are an example of building risks. Employee injuries are an example of human risks. Power outages are an example of technology risks. from https://www.investopedia.com/articles/financial-theory/09/risk-management-business.asp",Risk Management,10,easy
A company divides its consumers on the basis of their lifestyles and personalities. This company is using __________ segmentation.,psychographic,geographic,demographic,behavioral,A,"Psychographic. Psychographic segmentation is the division of a market on the basis of customers' lifestyles, personalities, attitudes, interests, and values. Demographic segmentation is the division of a market on the basis of its physical and social characteristics (e.g., age group, gender, occupation). Geographic segmentation is the division of a market on the basis of where customers are located. Behavioral segmentation is the division of a market on the basis of customers' responses to a product. Retrieved February 2, 2024, from https://www.investopedia.com/terms/t/target-market.asp",Market Planning,10,hard
Conducting a breakeven analysis involves determining the point at which,total costs and total revenue are equal.,total revenue is higher than total costs.,total revenue and total costs are inversely proportional.,total costs are higher than total revenue.,A,"Total costs and total revenue are equal. A breakeven analysis refers to the process of determining the level at which revenues equal total costs. A breakeven analysis is used to determine the amount of revenue needed to cover total costs. Total costs being higher than total revenue, total revenue being higher than total costs, or total revenue and total costs being inversely proportional do not represent a breakeven analysis. https://corporatefinanceinstitute.com/resources/accounting/break-even-analysis",Operations,10,medium
"When Camilla shows Deâ€™Vondre her new logo design, he exclaims, â€œWow, this is amazing! I love the colors you chose!â€ However, Deâ€™Vondre actually thinks the colors clash and look terrible. In this situation, Deâ€™Vondre failed to",be timely.,be genuine.,be personalized.,match the effort. 5,B,"Be genuine. To be most effective, recognition must be genuine. If you really believe in the value of the personâ€™s effort, others will pick up on your enthusiasm very easily. The opposite is true, too: If you donâ€™t believe in the value of their effort, theyâ€™ll pick up on the emptiness of your message. Even though Deâ€™Vondre said he liked her logo, Camilla is likely to pick up on his true feelings. In this situation Deâ€™Vondreâ€™s recognition was personalized and timely, and it matched the effort.",Emotional Intelligence,10,easy
Purchasing systems can help businesses,promote products.,increase social media engagement.,recruit employees.,maintain efficiency.,D,"Maintain efficiency. A purchasing system refers to the procedures and technology used to streamline the purchase of products and services. Purchasing systems help businesses maintain efficiency determining what to buy, how much to buy, and when to buy it. Simply put, they ensure businesses only make necessary purchases and at reasonable prices. Purchasing systems do not help businesses recruit employees, promote products, or increase social media engagement. Retrieved January 16, 2024, from https://www.investopedia.com/terms/p/purchasing-system.asp ENTREPRENEURSHIP EXAMâ€”KEY 25",Entrepreneurship,10,medium
"Before managing change, a company must",review performance.,define its approach.,transfer ownership.,sustain outcomes. ENTREPRENEURSHIP EXAMâ€”KEY 1,B,"Define its approach. The initial phase of change managementâ€”before managing the change itselfâ€”involves creating a plan of action, including defining key concepts such as success, impact, and approach. Transferring ownership, reviewing performance, and sustaining outcomes are all performed in the last phase of change management. https://www.prosci.com/blog/change-management-process",Strategic Management,10,easy
One disadvantage to sole proprietorship ownership is,certain life.,ease of opening.,unlimited liability.,unlimited capital.,C,"Unlimited liability. One disadvantage to sole proprietorship ownership is unlimited liability. As a sole proprietor, you bear all the risks and you are personally responsible for all of your businessâ€™s debt. An advantage of sole proprietorship is the ease of opening. Sole proprietors have access to limited capital and often have a difficult time obtaining large amounts of capital from lenders, who consider them to be a high-risk investment. Sole proprietors deal with uncertain life; if they become ill and cannot work, they might need to close their business.",Business Law,1,medium
Martha is fired from her job after filing a complaint regarding mistreatment by her superior. This is an example of wrongful termination on the grounds of,drug use.,retaliation.,discrimination.,refusing a polygraph.,B,"Retaliation. A retaliatory termination is when an employee is fired for lodging a complaint against the company. This type of termination is illegal and could incur significant legal penalties for the company. Wrongful termination on the grounds of discrimination is when an employee is fired based on their characteristics (e.g., race, religion, gender). Martha is not being fired based on her characteristics (discrimination); she is being fired due to her filing a complaint against the company (retaliation). While being fired for refusing a polygraph test would be an example of wrongful termination, there is no evidence that Martha refused a polygraph or lie detector test. Being fired for drug use is not necessarily an example of wrongful termination. https://www.findlaw.com/smallbusiness/employment-law-and-human-resources/wrongful-terminationlaws-illegal-reasons.html",Business Law,1,medium
"Depending on what products it sells or what equipment it uses, a business may have to pay __________ taxes.",excise,progressive,income,payroll,A,"Excise. Excise taxes are taxes imposed on various goods, services, or activities. Depending on a businessâ€™s operations and/or products, they will likely pay a variety of excise taxes. A business will pay income taxes regardless of their specific business activities. A progressive is a specific method of taxation where the tax rate increases from low to high. A payroll tax is a percentage withheld from an employeeâ€™s salary and is not directly related to business activities. https://www.irs.gov/businesses/small-businesses-self-employed/business-taxes",Business Law,1,easy
Which of the following statements about maintaining good business credit is true:,It helps businesses obtain financing faster and easier.,It leads to a poor credit score and repayment terms with suppliers.,It can drastically hurt your personal credit score.,It makes it more challenging for businesses to obtain financing.,A,"It helps businesses obtain financing faster and easier. Business credit shows lenders, suppliers, and other vendors how financially risky a business is. Simply, it shows how well a business is able to repay its debts on time. Businesses that maintain good credit are more likely to obtain financing faster and easier. A business that maintains poor credit will find it challenging to obtain financing. Businesses that maintain good credit will have a good credit score and can secure better repayment terms with suppliers. As a result of maintaining good credit, suppliers will view the business as a trustworthy client and may offer more flexible payment structures. Maintaining good business credit can help protect (not hurt) your personal credit score. By using business credit for business expenses, your personal credit will not be impacted. Business owners should avoid using personal credit for business expenses, as large business expenses using personal credit can increase your credit utilization ratio, which can hurt your personal credit score. 2022, from https://www.driven.ca/resources/why-business-credit-is-important ENTREPRENEURSHIP EXAMâ€”KEY 2",Financial Analysis,1,medium
Which of the following is a proper channel of distribution for consumer goods:,Wholesaler to producer to retailer to consumer,Producer to wholesaler to retailer to consumer,Agent to producer to consumer to wholesaler,Producer to agent to consumer to retailer,B,Producer to wholesaler to retailer to consumer. Every basic channel of distribution begins with the producer and ends with the consumer. The five basic channels of distribution for consumer goods are: producer to consumer; producer to retailer to consumer; producer to wholesaler to retailer to consumer; producer to agent to retailer to consumer; and producer to agent to wholesaler to retailer to consumer.,Channel Management,1,easy
Only one store in a geographic area sells an expensive brand of watches. What type of distribution is this an example of?,Exclusive,Intensive,Vertical,Selective,A,"Exclusive. The three main types of distribution are intensive, selective, and exclusive distribution. Exclusive distribution is selling a product through just one middleman in a geographic area. Because the brand of watches is sold only at one store in a geographic area, this is an example of exclusive distribution. Intensive distribution is a distribution pattern in which a producer sells a product through every available wholesaler and retailer in a geographic area where consumers might look for it. Selective distribution is when a producer sells a product through a limited number of middlemen in a geographic area. Vertical distribution is a fictitious term. from https://www.marketing91.com/distribution-definition",Channel Management,1,medium
Every internal project proposal should include a(n) __________ section.,methods,institutional background,market size,personnel resumes,A,"Methods. Internal project proposals are written within businesses when a department, project team, or individual are looking to start a new project. Every internal project proposal should detail how the project will be implemented, otherwise known as the methods section. Detailing the market size is only necessary if that information is relevant to the project itselfâ€”for example, if the project involves developing a new product or diverting resources toward a new market, then that information would be pertinent. For internal project proposals, institutional background and personnel resumes are not necessary because the company will already be familiar with that information. That information would be more useful when writing grant or investment proposals. https://technicalwriterhq.com/writing/proposal-writing/",Communication Skills,1,easy
Company management is most likely to do which of the following activities:,Review customer relations processes,Have personal conversations with clients,Measure customer satisfaction through data,Promote their companyâ€™s products,A,"Review customer relations processes. It is managementâ€™s responsibility to oversee the customer relations department as a whole and ensure it is operating efficiently. Management should frequently review current customer relations processes and determine ways to make them better. Management would not normally interact with individual clientsâ€”that is the responsibility of customer relations specialists. It is the job of marketers to promote products, not management. Depending on the method used to measure customer satisfaction, that responsibility would fall to either marketers, customer relations specialists, or data analysts. December 7, 2022, from https://blog.hubspot.com/service/customer-relations ENTREPRENEURSHIP EXAMâ€”KEY 3",Customer Relations,1,medium
Walmart and Kroger are examples of,dissimilar firms.,unrelated businesses.,direct competitors.,regulated monopolies.,C,"Direct competitors. Direct competitors offer similar types of goods or services to the same target market. Since Walmart and Kroger are both supermarkets with similar products, they are direct competitors. Indirect competition occurs among dissimilar or unrelated businesses. A regulated monopoly is a single business that influences the entire production of a particular good or service because it is in the best interests of the public for the business to do so.",Economics,1,easy
"Darius buys a new pair of shoes for $49.99, but when he goes to check out, his total comes to $52.86. This added cost is due to __________ tax.",property,excise,sales,payroll,C,"Sales. Sales taxes are an added tax to retail items levied by state and local governments. Property taxes are applied to real estate and various business expenses such as vehicles or inventory. Excise taxes are when the added cost of taxes is priced into the product. Since Dariusâ€™s new pair of shoes has a sticker price of $49.99 but the actual cost is slightly higher due to sales tax, the cost of the tax is not built into the sticker price. Payroll taxes are taxes that employers must withhold from their employeesâ€™ paychecks.",Economics,1,easy
"Javier mumbles a half-hearted â€œNice jobâ€ to his team after they win an important match in the semi-final. In this situation, Javier failed to",match the effort.,be timely.,match the cultural background.,be public.,A,"Match the effort. To be most effective, recognition must match the effort. Avoid â€œsuper-sizingâ€ the recognition you give. If you recognize a job well done with exaggerated praise, you risk setting expectations too high. On the other hand, if superior effort is recognized with a mumbled, â€œGood job,â€ you risk losing the effort completely. In this situation, Javierâ€™s recognition was timely. Recognition does not necessarily need to be public. Matching the cultural background does not apply in this situation.",Emotional Intelligence,2,easy
Teams function better when,there is a high turnover rate.,there is increased absenteeism.,the team only listens to one person.,individuals know their strengths.,D,"Individuals know their strengths. When team members are aware of each otherâ€™s strengths and talents within the workplace, individuals will be more engaged and efficient. Teams can utilize individual strengths, therefore increasing productivity and morale. High rates of turnover and absenteeism are detriments to a teamâ€™s functionality. A team only listening to one person can cause conflict within the team and lead to less productivity and efficiency. 2022, from https://www.gallup.com/cliftonstrengths/en/278225/how-to-improve-teamwork.aspx",Emotional Intelligence,2,easy
Stakeholder expectations will vary depending on,government regulations.,social media trends.,their personal hobbies.,their connection to the project.,D,"Their connection to the project. Depending on their interest in the project and the projectâ€™s potential impact, stakeholders will have different expectations regarding the project. For example, a shareholderâ€™s expectations of a project will differ from a customerâ€™s expectations of a project because they have different connections to the project and its impact. Stakeholder hobbies are not usually relevant to their expectations of a project. Government regulations and social media trends are unlikely to affect stakeholder expectations unless they are directly connected to the project at hand. 2022, from https://www.darzin.com/blog/how-to-manage-stakeholder-expectations/ ENTREPRENEURSHIP EXAMâ€”KEY 4",Emotional Intelligence,2,medium
"When it comes to building a strategic relationship, it is important to",focus more on yourself and your needs.,be open to learning from others.,keep your ideas to yourself.,avoid asking questions.,B,"Be open to learning from others. Building strategic relationships is important for learning and development in any industry. To build a strategic relationship, you need to be open with others, be willing to share your thoughts and ideas, ask questions, and be open to learning. While it is important to focus on yourself and your needs when developing a strategic relationship, it is also important to consider the needs of others. Strategic relationships are about helping each other succeed. https://www.jmlalonde.com/5-tips-for-building-strategic-relationships",Emotional Intelligence,2,easy
What is a common way that entrepreneurship and entrepreneurial discovery contribute to society?,Slower economic growth,Less efficient use of resources,Increased jobs and opportunities,Decreased productivity,C,"Increased jobs and opportunities. A common way that entrepreneurship and entrepreneurial discovery contribute to society is increased jobs and opportunities. By creating new products and services, entrepreneurs create new jobs and opportunities, which accelerates, rather than slows down, economic growth. Effective entrepreneurship utilizes resources, labor, and capital efficiently; promotes innovation; and increases productivity. November 22, 2022, from https://dcid.sanford.duke.edu/importance-of-entrepreneurship",Entrepreneurship,2,medium
A good strategy for staying up to date with business and market trends is to,follow industry publications.,disregard what competitors are doing.,read encyclopedias.,watch movies about entrepreneurs.,A,"Follow industry publications. Industry publications such as trade magazines and business journals are valuable sources of information regarding business trends around the world. They are consistently released, meaning that new and up-to-date information is constantly being provided from the relevant experts. Movies, even if they are about entrepreneurs, will not likely provide information on new trends. Some encyclopedias may provide information on business or market trends, but they are often not updated frequently enough and rarely provide enough detail or expert insight to truly be useful. Observing and studying the competition is a highly effective strategy for catching up on business trends. December 12, 2022 from https://explodingtopics.com/blog/entrepreneurship-trends",Entrepreneurship,2,easy
The costs required to register a new business are also known as,establishment fees.,inventory expenses.,incorporation fees.,research expenses.,C,"Incorporation fees. One of the first steps in starting a business is paying incorporation fees to officially register that business and define its structure. Research expenses are the costs that come with conducting research on the market in which a new business is entering. Inventory expenses are operational costs that are associated with managing a businessâ€™s inventory, or the stock a business has on hand. Establishment fees is a fictitious term. Retrieved December 9, 2022, from https://www.forbes.com/advisor/business-loans/business-startupcosts/ ENTREPRENEURSHIP EXAMâ€”KEY 5",Entrepreneurship,2,easy
Which of the following is an example of a financial risk associated with new ventures:,Unemployment,Failing industry,Inflation,Competition,C,"Inflation. Entrepreneurs typically face several types of risks whenever they start a new venture, including financial risks. Financial risks they might face include inflation, loss of capital, uncertain income, economic downturns, and even bankruptcy, among others. Competition is typically categorized as a market or competitive risk. Failing industry is categorized as an industry risk. Unemployment is a career risk. 2022, from https://www.investopedia.com/ask/answers/040615/what-risks-does-entrepreneurface.asp",Entrepreneurship,2,easy
Which of the following is an ineffective strategy for protecting intellectual property:,Avoiding joint ownership of IP rights,Requiring nondisclosure agreements,Sharing data with competitors,,C,"Sharing data with competitors. Businesses should avoid sharing product information, operations information, or other data with competitors whenever possible. Especially when a market is very competitive, other businesses will look to find an edge over their competition, including using any information provided to them to help ownership agreements of intellectual property (IP) rights are all examples of effective strategies for protecting intellectual property because they provide safeguards against bad-faith actors looking to steal or sell a businessâ€™s intellectual property. 12, 2022, from https://abounaja.com/blogs/protect-intellectual-property",Entrepreneurship,2,medium
Which of the following statements about debt financing is true:,Debt financing offers very limited control of capital allocation.,Debt financing is an incredibly long process.,There are limited types of debt financing.,Failed loan repayment may lead to asset seizure.,D,"Failed loan repayment may lead to asset seizure. Debt financing involves taking out loans to fund new ventures. If the loans are not repaid in accordance with the preestablished conditions, the lender will seize the borrowerâ€™s assets. Debt financing is rarely a long process; in terms of venture creation, it is one of the quickest ways to accrue capital. Debt financing offers the borrower nearly total control of the capital received because they also carry the risk. There are many different ways one can debt finance; this is a strength of debt financing. December 9, 2022, from https://www.entrepreneur.com/money-finance/debt-vs-equity-financingwhich-way-should-your-business/278430",Entrepreneurship,2,easy
Rent and utilities are examples of business __________ expenses.,capital,tax,wage,operating,D,"Operating. Operating expenses are day-to-day costs that a business incurs from its regular operations. They are not directly tied to the costs of production. Rent and utilities are an example of daily costs associated with running a business but are not directly tied to producing a good or service. Capital expenses are purchases of large goods or services that contribute to the companyâ€™s overall functioning, such as machinery, vehicles, or computers. Rent and utilities are not related to the cost of taxes that a business pays. They are also not related to paying wages. Wages and taxes are different examples of operating expenses. 2022, from https://www.investopedia.com/ask/answers/112814/whats-difference-between-capitalexpenditures-capex-and-operational-expenditures-opex.asp ENTREPRENEURSHIP EXAMâ€”KEY 6",Entrepreneurship,3,easy
"Rather than continuing to advertise on TV and radio, a company decides to advertise exclusively online. As a result, the advertising budget drops by $200. This change in advertising costs from TV and radio to online advertising is an example of what type of cost?",Opportunity,Differential,Marginal,Sunk,B,"Differential. Differential cost is the difference in costs (either positive or negative) between two or more alternatives. In this scenario, one alternative (advertising on TV/radio) is more expensive than the other alternative (advertising online). The $200 price difference in the budget between the two alternatives is the differential cost. Opportunity cost is the benefit that is lost when you decide to use scarce resources for one purpose rather than for another. Sunk costs are costs that have already been incurred and thus cannot be recovered. Marginal cost is the change in cost that occurs when there is a change in output, such as producing one more unit of a good. https://www.wise-geek.com/what-is-differential-cost.htm",Entrepreneurship,3,hard
Documents detailing standard operating procedures should provide,quotes from employees.,complex theories.,clear instruction.,monetary incentives.,C,"Clear instruction. The most important thing that standard operating procedures (SOP) should provide is clear instructions regarding the day-to-day processes of a business. They should document all routine activities and procedures. Standard operating procedures do not necessarily require quotes from employees or monetary incentives. The goal when documenting them is to be as clear and concise as possibleâ€”therefore, excess information should be avoided. Likewise, complex theories should not be included. https://smallbusiness.chron.com/standard-operating-procedures-business-3228.html",Entrepreneurship,3,easy
"One way to calculate employee productivity is by quantifying their output through a predetermined UOS, or",urgency of sales.,unit of service.,utility of stock.,unity of selection.,B,"Unit of service. UOS stands for unit of service, which is a specified quantity of an output from a business or individual. UOS is often used to evaluate the productivity of business resources, especially employees or departments within the company. Unity of selection, urgency of sales, and utility of stock are not business terms and, therefore, are not related to calculating the productivity of business resources. software. Retrieved December 12, 2022, from https://www.smartsheet.com/blog/how-calculateproductivity-all-levels-organization-employee-and-software",Entrepreneurship,3,medium
Harvest strategies are typically used on __________ products.,new,digital,outdated,physical,C,"Outdated. Harvest strategies typically involve a reduction of investments in a product that is considered outdated or redundant. Businesses do this to better allocate their resources and â€œharvestâ€ the maximum profits by focusing on newer or more lucrative investments. Harvest strategies are not typically used on a specific type of product, such as physical or digital. When to use a harvest strategy depends on the quality of the product itself and if it warrants termination or disinvestment. December 8, 2022, from https://www.investopedia.com/terms/h/harvest-strategy.asp ENTREPRENEURSHIP EXAMâ€”KEY 7",Entrepreneurship,3,medium
Which of the following statements about entrepreneurial ventures is true:,"They focus on new, innovative offerings.",They deal with established products and services.,They face known risks.,They aim for limited growth.,A,"They focus on new, innovative offerings. An entrepreneur is an individual who invents, develops, and distributes a good or provides a service; assumes the risks of starting and building a business; and receives personal and financial rewards for their efforts. Thus, entrepreneurial ventures focus on new, innovative offerings and target rapid growth and high returns, even if there is a high level of uncertainty. Because there is often uncertainty with entrepreneurial ventures, they deal with unknown risks. Dealing with known risks and established products and services, as well as aiming for limited growth are all qualities of a small business. November 23, 2022, from https://www.investopedia.com/articles/investing/092514/entrepreneur-vssmall-business-owner-defined.asp",Entrepreneurship,3,medium
"If an entrepreneur is implementing an exit strategy, they are looking to __________ their business.",close,sell,expand,open,B,"Sell. A business exit strategy is a plan that a business owner/founder creates to sell their company, or a share of their company, to investors or another company. Business owners commonly use exit strategies to reduce or liquidate their stake in a business. If a business is making money, an exit strategy lets the owner cut their stake while still making a profit. If a business is struggling, it allows the owner to limit their losses. Exit strategies are not used to expand, close, or open a business. November 23, 2022, from https://www.investopedia.com/terms/b/business-exit-strategy.asp",Entrepreneurship,3,hard
Which of the following is a reason to conduct a feasibility study:,Merging multiple businesses,Ordering office supplies,Hiring a new employee,Scheduling a meeting,A,"Merging multiple businesses. Expansions, mergers, or acquisitions are examples of large business endeavors that would require feasibility studies. These studies can be both costly and time-consuming, so businesses would not likely conduct them for activities such as ordering office supplies, hiring a new employee, or scheduling a meeting.",Entrepreneurship,3,easy
Which of the following is an example of intensive distribution:,Two grocery stores sell a particular brand of juice.,Three sporting goods stores sell a specific brand of sportswear.,Only one car dealership sells Lamborghinis.,Gum is available at every retailer and wholesaler.,D,"Gum is available at every retailer and wholesaler. Intensive distribution means selling a product through every available wholesaler and retailer in a geographic area where consumers might look for it. Because gum is available at every retailer and wholesaler, it is an example of intensive distribution. Three sporting goods stores selling a specific brand of sportswear and two grocery stores selling a particular brand of juice are examples of selective distributionâ€”selling a product through a limited number of wholesalers and retailers in a geographic area. Only one car dealership selling Lamborghinis is an example of exclusive distributionâ€”selling a product through just one middleman in a geographic area. ENTREPRENEURSHIP EXAMâ€”KEY 8",Channel Management,3,easy
Which of the following are two of the common criteria that banks consider when a potential borrower applies for a loan:,Capacity and character,Conditions and competition,Collateral and convergence,Capital and consumption,A,"Capacity and character. When considering if a potential borrower qualifies for a loan, a bank will commonly look at the ""Five C's"" of creditâ€”capacity, collateral, capital, character and condition. Capacity refers to someoneâ€™s capacity to repay the loan, while character refers to their reputation, references, and credit history, among other things. Collateral is anything of value belonging to the borrower which is pledged to the lender to guarantee that the loan will be repaid. Capital refers to the amount of money someone has. Conditions refers to the conditions of the marketing or the economic climate surrounding the industry. Convergence, consumption, and competition are not part of the â€œFive C'sâ€ of credit and, therefore, are not considered by a bank when a potential borrower applies for a loan. 2022, from https://smallbusiness.chron.com/banks-look-loans-42003.html",Financial Analysis,3,easy
Which of the following statements about subordination agreements is true:,Lenders typically require lower interest rates as compensation.,Higher priority loans are riskier than subordinated debts.,They prioritize debts by ranking one behind another.,They are employed when one mortgage exists against multiple properties.,C,"They prioritize debts by ranking one behind another. A subordination agreement is a legal document that prioritizes collateralized debts by ranking one behind another for collecting repayment from a debtor. This priority of debts is very important in the event of foreclosure or bankruptcy. Subordinated debts are riskier than higher priority loans. As a result, lenders often require higher interest rates as compensation for taking this risk. Subordination agreements are typically employed when multiple mortgages exist against one property. Retrieved November 22, 2022, from https://www.investopedia.com/terms/s/subordinationagreement.asp",Financial Analysis,4,medium
What is a common reason why a small company might not receive the funding it needs?,Sufficient cash flow,Too early into the business,A high credit score,Not enough debt,B,"Too early into the business. A common reason why a small business might not receive the funding it needs is because the company is too early into the business. Many banks will not lend finances to emerging small businesses because they can be a risky venture. There is no guarantee a small startup business will make enough profit, much less pay off a loan. If a small business has a high credit score and sufficient cash flow, it is likely to receive the funding it needs. A business with a small amount of debt is more likely to receive funding than a business with too much debt. November 21, 2022, from https://americassbdc.org/5-reasons-youre-not-getting-business-financing",Financial Analysis,4,easy
